"iyear","imonth","iday","country","country_txt","region","region_txt","provstate","crit1","crit2","crit3","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","gname","motive","individual","nperps","claimed","weaptype1","weaptype1_txt","nkill","nwound","INT_LOG","INT_IDEO"
2018,6,15,217,"United States",1,"North America","Nevada",1,1,1,0,0,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Conspiracy theory extremists","Mathew P. Wright, an unaffiliated individual, claimed responsibility for the incident and held up signs asking President Trump to release the OIG reports during the attack. Sources noted that Qanon followers believe Trump has secretly been withholding a report from the Office of the Inspector General (OIG) that ties Barack Obama and Clinton to the sex ring and that Wright has been sending letters from prison to the president about Qanon.",1,1,1,5,"Firearms",0,0,-9,-9
2018,6,17,69,"France",8,"Western Europe","Provence-Alpes-Cote d'Azur",1,1,1,0,1,0,2,"Armed Assault",1,"Business",7,"Retail/Grocery/Bakery","Unknown",,1,1,0,9,"Melee",0,2,-9,-9
2018,6,28,44,"China",4,"East Asia","Shanghai",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown","The specific motive is unknown; however, sources stated that Huang, an unaffiliated individual, carried out the attack to take revenge on society.",1,1,0,9,"Melee",2,2,-9,-9
2018,7,3,16,"Azerbaijan",7,"Central Asia","Ganja-Qazakh",1,1,1,0,0,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Jihadi-inspired extremists","An individual, identified as Yunis Safarov, claimed responsibility for the incident in a video urging people in Azerbaijan to start an armed struggle against officials and 'kill enemies of Islam.' Sources also posited that Safarov carried out the attack in order to establish an Islamic state in Azerbaijan.",1,1,1,5,"Firearms",0,1,-9,-9
2018,7,5,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",0,1,1,1,1,0,7,"Facility/Infrastructure Attack",1,"Business",7,"Retail/Grocery/Bakery","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,-99,0,8,"Incendiary",0,0,-9,-9
2018,7,5,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",0,1,1,1,1,0,7,"Facility/Infrastructure Attack",1,"Business",7,"Retail/Grocery/Bakery","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,-99,0,8,"Incendiary",0,0,-9,-9
2018,7,7,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",1,1,1,1,0,0,3,"Bombing/Explosion",20,"Unknown",,,"Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,-99,0,6,"Explosives",0,0,-9,-9
2018,7,7,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",1,1,1,1,0,0,3,"Bombing/Explosion",20,"Unknown",,,"Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,-99,0,6,"Explosives",0,0,-9,-9
2018,7,7,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",0,1,1,0,0,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,-99,0,6,"Explosives",0,0,-9,-9
2018,7,10,217,"United States",1,"North America","Texas",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Male supremacists","Nicholas D'Agostino, an unaffiliated individual, claimed responsibility for the incident and previously ranted on Facebook about female motorists and how incompetent they are and that their sole purpose is to give birth to male children.",1,1,1,5,"Firearms",0,1,-9,-9
2018,7,17,75,"Germany",8,"Western Europe","Baden-Wurttemberg",0,1,1,0,0,0,2,"Armed Assault",14,"Private Citizens & Property",69,"Religion Identified","Anti-Muslim extremists","An unidentified unaffiliated individual claimed responsibility for the incident and stated that he carried out the attack in order to draw attention to his personal situation. However, sources suspected that the attack was the result of Islamophobia.",1,1,1,5,"Firearms",0,0,-9,-9
2018,7,19,183,"South Africa",11,"Sub-Saharan Africa","KwaZulu-Natal",0,1,1,0,0,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that the group responsible for the attack supported the Islamic State of Iraq and the Levant (ISIL). Sources also noted that the leader of the group, Farhad Hoomer, contained ISIL propaganda and a picture of him wearing an ISIL beanie on his phone.",1,-99,0,6,"Explosives",0,0,-9,-9
2018,7,22,38,"Canada",1,"North America","Ontario",1,1,1,0,1,0,2,"Armed Assault",1,"Business",2,"Restaurant/Bar/Café","Jihadi-inspired extremists","The specific motive is unknown; however, sources noted that Faisal Hussain visited Islamic State of Iraq and the Levant (ISIL) websites and supported the group.",1,1,0,5,"Firearms",3,13,-9,-9
2018,7,23,217,"United States",1,"North America","California",1,1,1,0,1,0,3,"Bombing/Explosion",3,"Police",25,"Police Security Forces/Officers","Unknown",,1,2,1,6,"Explosives",0,4,-9,-9
2018,8,2,98,"Italy",8,"Western Europe","Tuscany",1,1,1,0,0,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Unknown","Two unaffiliated individuals claimed responsibility for the incident and shouted shitty blacks, while carrying out the attack.",1,-99,1,5,"Firearms",0,0,-9,-9
2018,8,10,102,"Jordan",10,"Middle East & North Africa","Balqa",1,1,1,0,1,0,3,"Bombing/Explosion",3,"Police",23,"Police Patrol (including vehicles and convoys)","Jihadi-inspired extremists","The specific motive is unknown; however, sources posited that the assailants followed the ideology of the Islamic State of Iraq and the Levant (ISIL).",1,8,0,6,"Explosives",2,5,-9,-9
2018,8,14,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,8,"Unarmed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown",,1,1,0,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,3,-9,-9
2018,8,20,185,"Spain",8,"Western Europe","Catalonia",1,1,1,0,0,0,2,"Armed Assault",3,"Police",22,"Police Building (headquarters, station, school)","Muslim extremists",,1,1,0,9,"Melee",1,0,-9,-9
2018,8,22,142,"Netherlands",8,"Western Europe","Gelderland",1,1,1,0,1,1,2,"Armed Assault",2,"Government (General)",21,"Government Building/Facility/Office","Unknown","The specific motive is unknown; however, sources noted that the assailant carried out the attack as an act against the system.",1,1,0,8,"Incendiary",1,0,-9,-9
2018,8,28,603,"United Kingdom",8,"Western Europe","Scotland",1,1,1,1,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","An unaffiliated individual, identified as Paul Johnson, claimed responsibility for the incident and stated ...his issues are with religion and God in general.",1,1,1,8,"Incendiary",0,0,-9,-9
2018,8,28,603,"United Kingdom",8,"Western Europe","Scotland",1,1,1,1,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","An unaffiliated individual, identified as Paul Johnson, claimed responsibility for the incident and stated ...his issues are with religion and God in general.",1,1,1,8,"Incendiary",0,0,-9,-9
2018,8,31,142,"Netherlands",8,"Western Europe","North Holland",1,1,1,0,1,1,2,"Armed Assault",18,"Tourists",97,"Tourist","Muslim extremists","An unaffiliated individual, identified as Jawed S., claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Netherlands' disrespect of Islam.",1,1,1,9,"Melee",0,3,-9,-9
2018,9,6,30,"Brazil",3,"South America","Minas Gerais",1,1,1,0,0,0,1,"Assassination",14,"Private Citizens & Property",84,"Political Party Member/Rally","Unknown","An unaffiliated individual, identified as Adelio Bispo de Oliveira, claimed responsibility for the incident and stated that he was fulfilling an order from God. Sources also noted that presidential elections were scheduled for October 7, 2018.",1,1,1,9,"Melee",0,1,-9,-9
2018,9,6,217,"United States",1,"North America","Wyoming",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",14,"Private Citizens & Property",84,"Political Party Member/Rally","Anti-Republican extremists",,1,1,1,8,"Incendiary",0,0,-9,-9
2018,10,7,75,"Germany",8,"Western Europe","Bavaria",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",19,"Transportation",100,"Train/Train Tracks/Trolley","Jihadi-inspired extremists","A note and other docments alluding to support for the Islamic State of Iraq and the Levant (ISIL) were found at the scene.",1,1,1,11,"Sabotage Equipment",0,0,-9,-9
2018,10,15,75,"Germany",8,"Western Europe","North Rhine-Westphalia",1,1,1,0,1,0,5,"Hostage Taking (Barricade Incident)",1,"Business",4,"Multinational Corporation","Jihadi-inspired extremists","An unaffiliated individual claimed responsibility for the incident and demanded to be allowed to leave Germany for Islamic State in Syria.",1,1,1,8,"Incendiary",0,4,-9,-9
2018,10,22,217,"United States",1,"North America","New York",1,1,1,1,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","New York",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","District of Columbia",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",17,"Head of State","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","New York",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",20,"Intelligence","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","Maryland",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","California",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","Florida",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","Kentucky",1,1,1,1,0,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists","The specific motive is unknown; however, sources noted that Gregory Alan Bush stated Whites don't kill whites during the attack.",1,1,0,5,"Firearms",0,0,-9,-9
2018,10,24,217,"United States",1,"North America","Kentucky",1,1,1,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","White supremacists/nationalists","The specific motive is unknown; however, sources noted that Gregory Alan Bush stated Whites don't kill whites during the attack.",1,1,0,5,"Firearms",2,0,-9,-9
2018,10,25,217,"United States",1,"North America","New York",1,1,1,1,0,0,3,"Bombing/Explosion",14,"Private Citizens & Property",77,"Laborer (General)/Occupation Identified","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,25,217,"United States",1,"North America","Delaware",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,25,217,"United States",1,"North America","Delaware",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
2018,10,26,217,"United States",1,"North America","New York",1,1,1,1,0,0,3,"Bombing/Explosion",2,"Government (General)",20,"Intelligence","Pro-Trump extremists","The specific motive is unknown; however, sources noted that Right wing paraphernalia was found covering Cesar Altieri Sayoc's van and he was identified as a vocal Trump supporter.",1,1,0,6,"Explosives",0,0,-9,-9
